0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.2913412304535836,0.4191285007518074,25.0,17.271996625860528,4.0,3.0,12.0,0.0,0.3840133081934623,0.098149039365068,0.0635468108961042,1.0,0.0,1.0,0.0
0.1204833236750144,0.2452718033020007,143.0,9.930345719773792,5.0,7.0,1.0,2.0,0.4393837324905922,0.1056459553337983,0.0959318822710998,0.0,1.0,1.0,0.0
0.725714776985243,0.4206547916495724,127.0,11.328666139407758,3.0,4.0,13.0,12.0,0.4626162551634519,0.3301860180169646,0.0605480869869481,1.0,0.0,0.0,1.0
0.1,0.6722840417430757,7.0,28.97313617978177,3.0,7.0,14.0,0.0,0.1615039075418119,0.0187937096503888,0.043847798093583,0.0,1.0,0.0,1.0
0.01,0.5054951331983651,60.0,36.41022277591311,7.0,7.0,1.0,14.0,0.6081477957061582,0.2652102887277254,0.0,0.0,1.0,1.0,0.0
0.1182777568934518,0.1444025929106646,204.0,8.810006314436283,1.0,5.0,17.0,0.0,0.2939718170887687,0.2874180768411535,0.1179707537605755,0.0,1.0,1.0,0.0
1.080269566973304,0.3803101573805265,30.0,7.078125574263991,10.0,4.0,6.0,0.0,0.2049462408369255,0.0571886392737522,0.0522021483430851,0.0,1.0,1.0,0.0
0.1551083211382764,0.6382046434308202,126.0,18.45294542706933,1.0,2.0,3.0,4.0,0.4789994731170676,0.1692038640786131,0.0,1.0,0.0,0.0,1.0
0.1,0.4403757164642988,67.0,22.328976479526325,3.0,4.0,15.0,1.0,0.3272817478133362,0.0901853119477404,0.0070873865761232,0.0,1.0,1.0,0.0
0.5996482963135958,0.6670670624363757,95.0,8.225222696306162,4.0,1.0,22.0,10.0,0.6299329377454523,0.3289607395909703,0.0,1.0,0.0,1.0,0.0
0.617512301037788,0.2269568281222766,54.0,30.372609327869363,5.0,5.0,16.0,7.0,0.4878621739881171,0.5126433208907513,0.032708005868719,1.0,0.0,1.0,0.0
1.0147011004617563,0.4703242077852783,81.0,16.732895190965067,4.0,5.0,11.0,0.0,0.9450216890455092,0.2346716428866711,0.1103146154852282,0.0,1.0,0.0,1.0
2.3355463921203814,0.4913292184920384,32.0,5.618586197000123,8.0,3.0,8.0,0.0,0.1178281743084317,0.1335029881952608,0.0149120764621149,0.0,1.0,1.0,0.0
1.4112684786849337,0.1707431529013244,49.0,11.7810570449755,2.0,8.0,14.0,0.0,0.2588332248968436,0.0219077563483275,0.0433471896978287,0.0,1.0,1.0,0.0
2.034118731156977,0.072402162914636,33.0,27.09172935030942,4.0,8.0,19.0,0.0,0.3307737492211415,0.0,0.0523685533485261,1.0,0.0,0.0,1.0
2.5649589240332977,0.6796163451867623,33.0,15.061175759810157,2.0,4.0,8.0,1.0,0.0486750321381893,0.0888842449880825,0.0691415215278248,0.0,1.0,0.0,1.0
0.5309231176343844,0.7742337305147267,65.0,11.438468521177146,9.0,2.0,4.0,2.0,0.955468375138064,0.1456835035000788,0.0781053418285405,0.0,1.0,0.0,1.0
3.521789146140015,0.4213963799823088,29.0,21.743824837718044,3.0,11.0,22.0,0.0,0.0909902228934689,0.0,0.0709717476416202,1.0,0.0,1.0,0.0
4.43767970518255,0.7165323403680955,40.0,19.406434920617656,5.0,11.0,15.0,1.0,0.1553888060245311,0.0,0.0,1.0,0.0,1.0,0.0
1.9877291211147268,1.0,26.0,9.495879421426666,1.0,3.0,19.0,0.0,0.0636943040069966,0.0936452308196327,0.0725138444143281,0.0,1.0,1.0,0.0
2.403616950687282,0.5771702690130016,34.0,23.30565187894471,4.0,2.0,7.0,1.0,0.1266876970816275,0.0888096033631092,0.0393963808651068,0.0,1.0,1.0,0.0
1.3804127767628558,0.34930828950673,34.0,17.172621724510297,8.0,3.0,8.0,0.0,0.1192908424896423,0.0,0.0,1.0,0.0,0.0,1.0
1.6558827065451498,0.5788603248227231,6.0,44.76220072733315,11.0,3.0,11.0,0.0,0.8555260819957401,0.1447121053851804,0.0644031888805874,0.0,1.0,1.0,0.0
0.1627924907614544,0.6805165157802784,83.0,13.525808558103227,4.0,1.0,15.0,12.0,0.5740589893415662,0.2999715946424155,0.1010279212946285,1.0,0.0,0.0,1.0
0.3534096798428567,0.3331142471844575,74.0,21.557021125922248,1.0,3.0,5.0,11.0,0.2153934420467043,0.3125172538682733,0.0,1.0,0.0,1.0,0.0
0.01,0.5407693609838264,29.0,6.906480883609472,7.0,9.0,14.0,16.0,0.6073934346407146,0.4687152210810294,0.0664752277875589,1.0,0.0,0.0,1.0
1.9149238425488155,0.4425353241900527,23.0,6.271511447159197,3.0,4.0,18.0,0.0,0.1581790610512805,0.1630642842793416,0.0461686054407589,0.0,1.0,1.0,0.0
0.9557724651993834,0.5232199341530998,40.0,13.773138924792075,1.0,5.0,5.0,0.0,0.9761084471963356,0.4133456718596739,0.0068713839781903,0.0,1.0,1.0,0.0
0.2829923887957036,0.3428782089344841,51.0,21.482002156438284,4.0,4.0,11.0,9.0,0.3460469652317509,0.5920626936326464,0.0337258886122023,0.0,1.0,0.0,1.0
0.2513734311035455,0.5172396183566621,85.0,26.79404883175357,6.0,3.0,10.0,4.0,0.5040495159072772,0.1305217739477558,0.0,0.0,1.0,1.0,0.0
2.2719901077839344,0.1434836523382675,18.0,9.134661753421646,1.0,5.0,10.0,0.0,0.4734216237751205,0.0491819432761988,0.0,1.0,0.0,1.0,0.0
0.256024173590455,0.392417715907435,96.0,10.220394753060235,8.0,5.0,6.0,8.0,0.3175511615923171,0.5561710643557938,0.0,0.0,1.0,1.0,0.0
0.3825335518876729,0.4298609577182088,123.0,20.493830072843107,1.0,1.0,16.0,7.0,0.672675705181341,0.6282390709701857,0.0280683551883754,1.0,0.0,0.0,1.0
3.506304822563564,0.3416691481202209,29.0,19.334130815708228,2.0,7.0,21.0,0.0,0.3682340253985913,0.064477972456321,0.0276037624929135,0.0,1.0,1.0,0.0
1.3218237182857968,0.2108277759930705,74.0,18.09304497385399,16.0,4.0,19.0,1.0,0.9834877610609374,0.03,0.0,0.0,1.0,1.0,0.0
2.120969594308978,0.3445708385583612,32.0,17.021156788324436,2.0,4.0,8.0,1.0,0.3596567725160984,0.0,0.0475149259568888,1.0,0.0,1.0,0.0
1.808011343443116,0.5165141085794013,55.0,24.16639364878693,4.0,1.0,6.0,0.0,0.1193865121883625,0.1127547372738872,0.0,0.0,1.0,1.0,0.0
2.817499957371662,0.6115680694059289,27.0,15.368850291522692,6.0,3.0,6.0,0.0,0.1266463934281577,0.0576916923588077,0.0,1.0,0.0,1.0,0.0
2.821367910822101,0.7233508621620066,25.0,22.19488378022421,5.0,1.0,16.0,0.0,0.1860087760581463,0.0,0.0,0.0,1.0,1.0,0.0
1.5448290028115892,0.5580261933916447,73.0,15.156481833954416,6.0,4.0,11.0,0.0,0.1498822380860054,0.0477550756036048,0.0161854155518105,0.0,1.0,0.0,1.0
0.1428580926263087,0.1384263742451235,233.0,16.241625978562084,1.0,1.0,12.0,0.0,0.2798686361368381,0.0255252391588934,0.0,0.0,1.0,0.0,1.0
0.0965404193288283,0.01,75.0,22.536220788318435,5.0,4.0,6.0,1.0,0.2590078430548633,0.1937192639061423,0.1275806161398507,0.0,1.0,1.0,0.0
0.1250848455299233,0.1627902318337643,165.0,10.182791604753248,9.0,6.0,5.0,0.0,0.874698192690182,0.3000888654580166,0.0957577566465368,0.0,1.0,1.0,0.0
2.0332332217760896,0.2193425463341805,50.0,1.0,5.0,2.0,18.0,1.0,0.2785018853778137,0.1706232516463907,0.0816224274342354,0.0,1.0,0.0,1.0
0.1054501755483658,0.2263721765149567,186.0,18.356076687527207,7.0,8.0,8.0,1.0,0.5355905190282398,0.1639154072626524,0.2079778015919161,0.0,1.0,1.0,0.0
0.3775013599534352,0.7797307646433608,43.0,13.943569934158194,10.0,6.0,12.0,10.0,0.5445933796335534,0.3900657830885143,0.0485755121040271,0.0,1.0,1.0,0.0
0.3975167824114259,0.614549747376735,126.0,22.086341995176365,8.0,3.0,14.0,10.0,0.3133956320351481,0.2514428946943958,0.0223530226648787,0.0,1.0,1.0,0.0
0.0495734432713093,0.269070644115337,99.0,13.355862015408231,2.0,6.0,12.0,2.0,0.345437748781108,0.0002532438700339,0.0,0.0,1.0,1.0,0.0
1.1593922524073892,0.9413904356785854,59.0,19.68277877047669,8.0,3.0,6.0,1.0,0.155610431632418,0.1589113007380992,0.0286127112300419,1.0,0.0,0.0,1.0
1.9849054001105635,0.319690258370049,3.0,40.32581954080251,5.0,2.0,1.0,0.0,0.3084644935831932,0.1452709232753687,0.0,1.0,0.0,1.0,0.0
1.4598596706645224,0.6882114190393911,26.0,13.562817944710776,5.0,2.0,6.0,1.0,0.3500342092176592,0.0222564278374694,0.0628199682151896,0.0,1.0,0.0,1.0
2.823161973036193,0.2655208451248389,48.0,10.745722637081178,4.0,5.0,8.0,0.0,0.3960044642185675,0.0797844701479693,0.0149799488811401,1.0,0.0,1.0,0.0
3.442990919451973,0.464456364373669,22.0,15.80454377292616,3.0,7.0,1.0,0.0,0.0268202534527533,0.1351548078668799,0.0582007746256062,0.0,1.0,1.0,0.0
1.3047020675570664,0.3632508784229803,15.0,1.1787525930241465,5.0,1.0,20.0,0.0,0.3225165106040414,0.0273350660374096,0.0,0.0,1.0,1.0,0.0
0.0624999883419784,0.1163956827245953,235.0,5.442362632667079,3.0,11.0,2.0,0.0,0.0,0.1858207978051663,0.0205892433332928,0.0,1.0,1.0,0.0
2.443284477756811,0.2889238025542537,45.0,14.19114014527062,3.0,7.0,5.0,0.0,0.101739794510754,0.0321992748039436,0.0020535516939139,0.0,1.0,1.0,0.0
0.1,0.389416822039397,42.0,8.829966694263055,7.0,7.0,5.0,1.0,0.4242433324165475,0.0650605332167738,0.0017042025617636,0.0,1.0,1.0,0.0
1.1324551819916244,0.8343011755796698,34.0,26.86631605744589,6.0,5.0,1.0,0.0,0.2268446416860813,0.0733296344650363,0.1026559239808851,0.0,1.0,1.0,0.0
0.222923820736495,0.4422783175885705,109.0,22.416319525356705,7.0,1.0,4.0,17.0,0.7171768591349263,0.4427553771080524,0.0952442315374535,0.0,1.0,1.0,0.0
0.7523495307405383,0.7516185503953395,49.0,17.071240849712265,10.0,1.0,10.0,0.0,0.9165083778166696,0.4562648614236927,0.0180415983308904,1.0,0.0,0.0,1.0
3.167608052212959,0.1612698238529158,60.0,5.587350467382221,7.0,5.0,8.0,0.0,0.0922987151028979,0.0687037478087499,0.0389017083057641,1.0,0.0,0.0,1.0
3.908647052601964,0.4731356295810556,42.0,11.8664673856013,3.0,6.0,1.0,0.0,0.3397197225150655,0.1253559015693046,0.0321327071144568,0.0,1.0,1.0,0.0
0.1410904844781273,0.01,179.0,1.1939144245834008,6.0,4.0,16.0,0.0,0.4286914630654728,0.1139126204248286,0.1637249525271261,0.0,1.0,1.0,0.0
1.8410961033681628,0.2830825469103122,48.0,6.164483737517363,1.0,1.0,12.0,1.0,0.0,0.0441440861420697,0.0374133314993386,0.0,1.0,1.0,0.0
